OBJECTID,FID_ds2676,NVCSName,NVCSLevel,MapClass,MapClassCode,Original_2015,Original_2015_Code,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAlliance,NVCSGroup,NVCSMG,UID,Acres,Hectares,FID_ucdbuffer,Id,Code,SiteName,Slough,Descriptor,Status,Type,Notes,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area
5786,19588,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,50-75%,Not evident,<0.5m,RYE1209250932,Sampled in 2012,Tidal,2,Present,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19588,6.8104687,2.7560990,8,0,SB2,Spring Branch 2,Spring Branch,Middle/ at mouth,Current,Trawl,a.k.a. First Mallard Slough,3280.833333330000200,8,944.249903976574610,9226.246944893377100
5787,19588,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,50-75%,Not evident,<0.5m,RYE1209250932,Sampled in 2012,Tidal,2,Present,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19588,6.8104687,2.7560990,9,0,CO1,Cutoff 1,Cutoff,Cat Slough confluence,Current,Trawl, ,3280.833333330000200,9,944.249903976574610,9226.246944893377100
5788,19588,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,50-75%,Not evident,<0.5m,RYE1209250932,Sampled in 2012,Tidal,2,Present,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19588,6.8104687,2.7560990,10,0,CO2,Cutoff 2,Cutoff,Second pylon going east,Current,Trawl, ,3280.833333330000200,10,944.249903976574610,9226.246944893377100
5789,19591,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Low,<0.5m,RYE1209260924,Reconnaissance,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19591,0.4533924,0.1834814,7,0,SB1,Spring Branch 1,Spring Branch,Upper/ at dead end,Current,Trawl,a.k.a. First Mallard Slough,3280.833333330000200,7,39.161178299925986,44.470200757999656
5790,19591,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Low,<0.5m,RYE1209260924,Reconnaissance,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19591,0.4533924,0.1834814,8,0,SB2,Spring Branch 2,Spring Branch,Middle/ at mouth,Current,Trawl,a.k.a. First Mallard Slough,3280.833333330000200,8,39.161178299925986,44.470200757999656
5791,19591,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Low,<0.5m,RYE1209260924,Reconnaissance,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19591,0.4533924,0.1834814,9,0,CO1,Cutoff 1,Cutoff,Cat Slough confluence,Current,Trawl, ,3280.833333330000200,9,39.161178299925986,44.470200757999656
5792,19591,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Low,<0.5m,RYE1209260924,Reconnaissance,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19591,0.4533924,0.1834814,10,0,CO2,Cutoff 2,Cutoff,Second pylon going east,Current,Trawl, ,3280.833333330000200,10,39.161178299925986,44.470200757999656
5793,19592,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Low,<0.5m,,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19592,0.5859137,0.2371108,7,0,SB1,Spring Branch 1,Spring Branch,Upper/ at dead end,Current,Trawl,a.k.a. First Mallard Slough,3280.833333330000200,7,364.648695317827500,1669.053977383528700
5794,19592,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Low,<0.5m,,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19592,0.5859137,0.2371108,8,0,SB2,Spring Branch 2,Spring Branch,Middle/ at mouth,Current,Trawl,a.k.a. First Mallard Slough,3280.833333330000200,8,364.648695317827500,1669.053977383528700
5795,19592,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Low,<0.5m,,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19592,0.5859137,0.2371108,9,0,CO1,Cutoff 1,Cutoff,Cat Slough confluence,Current,Trawl, ,3280.833333330000200,9,364.648695317827500,1669.053977383528700
5796,19592,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,10-25%,Low,<0.5m,,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19592,0.5859137,0.2371108,10,0,CO2,Cutoff 2,Cutoff,Second pylon going east,Current,Trawl, ,3280.833333330000200,10,364.648695317827500,1669.053977383528700
5797,19628,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m,,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19628,0.4119744,0.1667201,1,0,SU2,Suisun 2,Suisun,Below Boynton Slough,Current,Trawl, ,3280.833333330000200,1,178.792633506580240,1612.047034201338400
5798,19628,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m,,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19628,0.4119744,0.1667201,7,0,SB1,Spring Branch 1,Spring Branch,Upper/ at dead end,Current,Trawl,a.k.a. First Mallard Slough,3280.833333330000200,7,178.792633506580240,1612.047034201338400
5799,19628,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m,,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19628,0.4119744,0.1667201,8,0,SB2,Spring Branch 2,Spring Branch,Middle/ at mouth,Current,Trawl,a.k.a. First Mallard Slough,3280.833333330000200,8,178.792633506580240,1612.047034201338400
5800,19628,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m,,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19628,0.4119744,0.1667201,9,0,CO1,Cutoff 1,Cutoff,Cat Slough confluence,Current,Trawl, ,3280.833333330000200,9,178.792633506580240,1612.047034201338400
5801,20888,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,50-75%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20888,2.9241178,1.1833485,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,179.963652076706500,1754.183925686746100
5802,20888,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,50-75%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20888,2.9241178,1.1833485,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,179.963652076706500,1754.183925686746100
5803,20888,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,50-75%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20888,2.9241178,1.1833485,5,0,PT1,Peytonia 1,Peytonia,Upper/ pampas grass river-R,Current,Trawl, ,3280.833333330000200,5,179.963652076706500,1754.183925686746100
5804,20888,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,50-75%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20888,2.9241178,1.1833485,6,0,PT2,Peytonia 2,Peytonia,Middle/ 3 gates on river-right,Current,Trawl, ,3280.833333330000200,6,179.963652076706500,1754.183925686746100
5805,20889,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20889,5.6633992,2.2918963,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,65.955865949939593,140.158073940666530
5806,20889,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20889,5.6633992,2.2918963,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,65.955865949939593,140.158073940666530
5807,20889,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20889,5.6633992,2.2918963,5,0,PT1,Peytonia 1,Peytonia,Upper/ pampas grass river-R,Current,Trawl, ,3280.833333330000200,5,65.955865949939593,140.158073940666530
5808,20889,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20889,5.6633992,2.2918963,6,0,PT2,Peytonia 2,Peytonia,Middle/ 3 gates on river-right,Current,Trawl, ,3280.833333330000200,6,65.955865949939593,140.158073940666530
5809,20897,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,10-25%,Low,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20897,8.4034481,3.4007547,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,1861.187139832155500,28815.732444925314000
5810,20897,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,10-25%,Low,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20897,8.4034481,3.4007547,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,1861.187139832155500,28815.732444925314000
5811,20897,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,10-25%,Low,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20897,8.4034481,3.4007547,5,0,PT1,Peytonia 1,Peytonia,Upper/ pampas grass river-R,Current,Trawl, ,3280.833333330000200,5,1861.187139832155500,28815.732444925314000
5812,20897,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,10-25%,Low,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20897,8.4034481,3.4007547,6,0,PT2,Peytonia 2,Peytonia,Middle/ 3 gates on river-right,Current,Trawl, ,3280.833333330000200,6,1861.187139832155500,28815.732444925314000
5813,20898,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Polygonum spp.-Xanthium strumarium-Echinochloa crus-galli Association,364,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20898,1.7096882,0.6918862,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,1338.959034519798700,3556.881311024426400
5814,20898,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Polygonum spp.-Xanthium strumarium-Echinochloa crus-galli Association,364,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20898,1.7096882,0.6918862,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,1338.959034519798700,3556.881311024426400
5815,20898,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Polygonum spp.-Xanthium strumarium-Echinochloa crus-galli Association,364,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20898,1.7096882,0.6918862,5,0,PT1,Peytonia 1,Peytonia,Upper/ pampas grass river-R,Current,Trawl, ,3280.833333330000200,5,1338.959034519798700,3556.881311024426400
5816,20898,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Polygonum spp.-Xanthium strumarium-Echinochloa crus-galli Association,364,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20898,1.7096882,0.6918862,6,0,PT2,Peytonia 2,Peytonia,Middle/ 3 gates on river-right,Current,Trawl, ,3280.833333330000200,6,1338.959034519798700,3556.881311024426400
5817,20908,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,50-75%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20908,7.6765289,3.1065810,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,1326.652925577670400,31064.042179037893000
5818,20908,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,50-75%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20908,7.6765289,3.1065810,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,1326.652925577670400,31064.042179037893000
5819,20908,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,50-75%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20908,7.6765289,3.1065810,5,0,PT1,Peytonia 1,Peytonia,Upper/ pampas grass river-R,Current,Trawl, ,3280.833333330000200,5,1326.652925577670400,31064.042179037893000
5820,20908,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,50-75%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20908,7.6765289,3.1065810,6,0,PT2,Peytonia 2,Peytonia,Middle/ 3 gates on river-right,Current,Trawl, ,3280.833333330000200,6,1326.652925577670400,31064.042179037893000
5821,25881,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Atriplex prostrata Association,348,50-75%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA25881,27.1397629,10.9830723,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,54.517996231959039,158.116145583194170
5822,25881,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Atriplex prostrata Association,348,50-75%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA25881,27.1397629,10.9830723,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,54.517996231959039,158.116145583194170
5823,25881,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Atriplex prostrata Association,348,50-75%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA25881,27.1397629,10.9830723,5,0,PT1,Peytonia 1,Peytonia,Upper/ pampas grass river-R,Current,Trawl, ,3280.833333330000200,5,54.517996231959039,158.116145583194170
5824,25881,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Atriplex prostrata Association,348,50-75%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA25881,27.1397629,10.9830723,6,0,PT2,Peytonia 2,Peytonia,Middle/ 3 gates on river-right,Current,Trawl, ,3280.833333330000200,6,54.517996231959039,158.116145583194170
5825,25895,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,50-75%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA25895,0.6573113,0.2660044,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,63.750105423492705,144.018549027694630
5826,25895,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,50-75%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA25895,0.6573113,0.2660044,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,63.750105423492705,144.018549027694630
5827,25895,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,50-75%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA25895,0.6573113,0.2660044,5,0,PT1,Peytonia 1,Peytonia,Upper/ pampas grass river-R,Current,Trawl, ,3280.833333330000200,5,63.750105423492705,144.018549027694630
5828,25895,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,50-75%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA25895,0.6573113,0.2660044,6,0,PT2,Peytonia 2,Peytonia,Middle/ 3 gates on river-right,Current,Trawl, ,3280.833333330000200,6,63.750105423492705,144.018549027694630
5829,25900,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis) Alliance",122,50-75%,Low,1-2m,with Atriplex prostrata,Photo interpretation,Leveed (not tidal),2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA25900,3.6174076,1.4639130,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,234.847949378811990,3242.491466318998800
