OBJECTID,FID_ds2676,NVCSName,NVCSLevel,MapClass,MapClassCode,Original_2015,Original_2015_Code,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAlliance,NVCSGroup,NVCSMG,UID,Acres,Hectares,FID_ucdbuffer,Id,Code,SiteName,Slough,Descriptor,Status,Type,Notes,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area
222,9163,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09163,0.0655075,0.0265100,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,63.611105595038126,265.065356904115280
223,9164,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,High,2-5m,Partially dead; sprayed in parts.,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09164,0.0536004,0.0216913,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,67.468933765577646,216.885194901245280
224,9165,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09165,0.0094437,0.0038217,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,26.260960998878740,38.212451837986656
225,9166,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09166,0.0155716,0.0063016,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,29.743756937545562,63.008396450400141
226,9167,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09167,0.1603201,0.0648793,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,119.462096517773160,648.708808888389170
227,9168,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09168,0.1069795,0.0432931,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,93.696712033318747,432.874070281759710
228,9169,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,High,2-5m,Partially dead; sprayed in parts.,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09169,0.9350939,0.3784191,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,308.187425790529740,3783.703270686872200
229,9170,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09170,0.0067755,0.0027420,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,20.052394191851050,27.416217472852697
230,9171,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09171,0.0400164,0.0161941,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,47.136320793550411,161.919624035517190
231,9172,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09172,0.0451919,0.0182885,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,61.655431951029982,182.861774756519710
232,9224,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,25-50%,Not evident,1-2m,,Photo interpretation,Tidal,4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09224,10.4939795,4.2467628,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,1329.852571577057500,39402.388058017561000
233,9227,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09227,0.0497910,0.0201497,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,33.416703278573223,58.950771025134301
234,9230,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09230,2.6463342,1.0709335,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,699.601136192744660,10708.085273640809000
235,9231,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09231,10.1394749,4.1032996,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,2586.303708809603400,41028.223502834175000
236,9232,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,<0.5m,,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09232,14.3712893,5.8158545,19,0,MZ2,Montezuma 2,Montezuma,Boat ramp/Griz. Is.WR outfall,Current,Trawl, ,3280.833333330000200,19,3542.470882358748000,58151.699685480911000
237,9632,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09632,0.2337552,0.0945974,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,118.666663452034100,945.855399870612700
238,9633,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09633,0.0440948,0.0178445,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,49.210371980358367,178.422980131970460
239,9810,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus),Association,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus) Association,8111203,Distichlis spicata-Juncus balticus Association,145,25-50%,Not evident,0.5-1m,ZOE1507131412,Reconnaissance,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.05,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09810,0.3265276,0.1321410,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,156.765691532920950,1321.244938383360200
240,9867,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Medium,1-2m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09867,0.0420699,0.0170251,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,48.883115403074768,170.229913976969950
241,9868,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus),Association,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus) Association,8111203,Distichlis spicata-Juncus balticus Association,145,25-50%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.05,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09868,0.3461578,0.1400851,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,239.499586132952860,1400.676190237539000
242,9871,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,25-50%,Not evident,<0.5m,,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA09871,0.5426248,0.2195925,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,796.110437539692500,2195.644231751843100
243,9897,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09897,0.0575665,0.0232963,17,0,NS2,Nurse 2,Nurse,Middle/ at dock,Current,Trawl, ,3280.833333330000200,17,59.842289785486699,232.945686638599600
244,9967,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,10-25%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09967,0.9692340,0.3922351,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,302.378403967009150,3922.035673971291100
245,9968,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,10-25%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09968,0.3113855,0.1260132,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,134.745311962723890,1260.030422483945400
246,9969,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),3,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09969,0.2968805,0.1201433,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,179.161028926187780,1201.336389838265400
247,9970,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),3,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09970,4.5381050,1.8365059,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,1013.308202306037100,18363.569209482324000
248,9971,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Low,<0.5m,,Photo interpretation,Leveed (not tidal),3,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09971,1.5705934,0.6355966,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,835.942840557616820,6355.449435610039500
249,9973,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,"Phragmites australis-Schoenoplectus (acutus, californicus) Association",104,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09973,0.9910777,0.4010749,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,472.182916540352780,4010.429866931418900
250,9974,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09974,0.4838995,0.1958272,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,339.660506455133830,1958.112734302508200
251,9975,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09975,1.2853292,0.5201543,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,593.599924805990330,5201.130774592833400
252,9976,Schoenoplectus californicus - Schoenoplectus acutus / Rosa californica,Association,"Schoenoplectus (acutus, californicus) - Rosa californica Association",7111203,"Schoenoplectus (acutus, californicus)-Rosa californica Association",162,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.114.06,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09976,3.1722221,1.2837528,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,2474.531700601662100,8003.738223495276500
253,9977,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,>75%,Not evident,2-5m,,Photo interpretation,Tidal,2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA09977,3.0223317,1.2230942,18,0,NS3,Nurse 3,Nurse,Lower/ at Cross Slough,Current,Trawl, ,3280.833333330000200,18,558.239247161081270,4612.376135962234900
254,10050,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus),Association,Distichlis spicata - Juncus arcticus var. balticus (J. arcticus var. mexicanus) Association,8111203,Distichlis spicata-Juncus balticus Association,145,25-50%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.05,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA10050,2.2541735,0.9122317,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,870.949228523346850,9121.165784484892400
255,10051,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10051,0.4864919,0.1968763,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,195.275849998178810,1968.513317229413600
256,10052,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10052,0.1434385,0.0580475,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,95.499402257115378,580.402000986904910
257,10053,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10053,0.4372913,0.1769655,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,187.474483584139390,1769.432239084410200
258,10054,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,10-25%,High,<0.5m,Burned,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA10054,0.7566397,0.3062012,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,278.851867495788210,3061.625629380598200
259,10055,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10055,1.7348491,0.7020685,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,626.658511897640890,7019.795301332745100
260,10150,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10150,5.3243885,2.1547036,15,0,DV2,Denverton 2,Denverton,Middle/ at seining beach,Current,Trawl/seine,Trawl & seining beach,3280.833333330000200,15,1855.357664719489800,21545.737936052989000
261,10153,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m,,Photo interpretation,Tidal,3,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA10153,9.7222891,3.9344707,15,0,DV2,Denverton 2,Denverton,Middle/ at seining beach,Current,Trawl/seine,Trawl & seining beach,3280.833333330000200,15,1232.132750728135500,14469.121832842291000
262,10155,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10155,5.0804062,2.0559673,15,0,DV2,Denverton 2,Denverton,Middle/ at seining beach,Current,Trawl/seine,Trawl & seining beach,3280.833333330000200,15,1316.307210670865500,20558.399053546524000
263,10188,Distichlis spicata,Alliance,Distichlis spicata Herbaceous Alliance,8111200,Distichlis spicata Alliance,156,50-75%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),3,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G5,S4,N,41.200.00,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA10188,0.6715354,0.2717607,17,0,NS2,Nurse 2,Nurse,Middle/ at dock,Current,Trawl, ,3280.833333330000200,17,519.039890320137830,2717.410674163865200
264,10189,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10189,1.2406384,0.5020686,16,0,DV3,Denverton 3,Denverton,Lower/ at Little Honker Sl.,Current,Trawl, ,3280.833333330000200,16,740.362260307033010,5020.333293004277900
265,10190,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Phragmites australis Association",129,25-50%,Low,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10190,0.2032572,0.0822553,16,0,DV3,Denverton 3,Denverton,Lower/ at Little Honker Sl.,Current,Trawl, ,3280.833333330000200,16,190.523232872127860,822.495411401182990
266,10191,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),3,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10191,4.1480856,1.6786706,16,0,DV3,Denverton 3,Denverton,Lower/ at Little Honker Sl.,Current,Trawl, ,3280.833333330000200,16,1337.335925125812300,16785.542515987279000
267,10377,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10377,0.5275790,0.2135037,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,263.817113599965810,2134.767907139155800
268,10378,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10378,0.1037359,0.0419804,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,87.211542943721724,419.751356258437850
269,10402,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,>75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA10402,0.4282060,0.1732888,20,0,MZ1,Montezuma 1,Montezuma,At Roaring River Slough,Current,Trawl, ,3280.833333330000200,20,149.726308116192260,1732.670381335437700
