"DepthRowID","SampleRowID","DepthNum","Depth","DepthComments"
"{0D160FD6-8E40-4DA0-9E8D-42E90A6FDEB3}","{7617EB2A-C8F2-4BB0-89F0-09ECCDA6017C}",3,5.60,
"{0D1AE1B0-F486-4726-8F02-7E504FBC2A7D}","{DEFC479C-C8CD-4671-B5BB-8A767706D6F8}",3,2.50,
"{0D2F25B4-9937-491F-8981-9496650037AB}","{AC5E5748-2E4C-4A4D-A961-D5196AD45C76}",5,2.70,
"{0D80E8AA-2104-44F7-B813-160B7C139E5B}","{99B54736-640E-4150-8234-9C1E2872F089}",2,2.00,
"{0D99798B-FE97-4F04-B62C-F6338823673A}","{DB5445CB-168D-45F8-B142-52765809313C}",5,1.80,
"{0DC82B81-1ADD-4FD3-A8D4-5E6A733501C8}","{73E29F96-DBC7-42F3-8834-2E308CA76C99}",5,6.00,
"{0E3AEFAD-14E4-48DF-8AC5-EEEB5F30043E}","{58227694-18A3-43DD-8DFE-15AFC0555A3A}",3,4.20,
"{0E5EBBAA-927A-4E2F-BB19-1317E51BF4F9}","{AE689995-DC11-495F-B289-CF27004AC803}",5,3.60,
"{0E70EB97-F2FF-44A9-B6EE-FB99F9271FCA}","{61EF094A-6220-4CC7-93EF-3314E187DFA1}",4,3.20,
"{0E918872-40BC-4648-9A6C-87CA82B198DA}","{FEB2567E-6738-4D41-AA65-6916CE6D965B}",5,2.70,
"{0F291B3A-63D6-4FF6-9192-B7B35F9AB38D}","{D2656613-DC10-4229-9930-4AB5ACCE83AF}",5,6.20,
"{0F88CFEB-AB15-486E-A6B1-962361087436}","{5E55EB06-F322-4E4B-92F7-F5A7508742F7}",2,2.20,
"{0F8B6F00-9366-46EC-9D62-E72218613D79}","{5620D714-B37E-4551-A434-4589CF4440ED}",1,2.00,
"{0F8BCB39-A38B-435E-B58C-93F41EA52218}","{7BCB335C-2EE1-4093-AB5E-1C5BD2F4ED98}",3,5.00,
"{1003076C-A62B-4572-AAF3-1266AE4F7899}","{AD9C4DF8-FB05-4A7A-8CC8-352E619289F7}",4,9.00,
"{107B0674-9A2C-4782-AB18-4883984BFA78}","{36C0CAC5-B47B-4969-A2E0-A772103926CB}",2,2.00,
"{10B8B37D-E217-496B-957B-05816FAFEB52}","{E9D71EC3-2949-44AD-A40C-60A022595A91}",2,2.90,
"{10CEAD2B-2394-454A-8227-7DA8350B63C7}","{A8F5EE37-58E2-4DEA-B808-B9EA1E550539}",3,7.70,
"{10E1602C-EDB2-47F8-B463-53353384841A}","{B2F13F66-CA67-4324-9306-7BA83186A966}",1,1.20,
"{10FB2478-4E65-4994-BAE8-06E83DEF4F12}","{9065E9C3-EB5B-469D-93B3-170E1BE49F9E}",3,5.70,
"{1107E2C3-5036-4580-AABA-9728F4CB5550}","{467DBCBB-F90E-43EB-87E0-A615999F5750}",4,1.60,
"{113B21A6-D85F-49DE-BBF2-8D1512AC1A12}","{9704ACA6-30CA-4B8D-BE70-1B24E30D0A86}",5,2.70,
"{11544E15-B468-4407-BB36-0F879C607899}","{91EEFC08-E7D6-4D66-83EB-42B094BFFEFC}",2,35.00,
"{119D3F27-36F8-4077-96A6-96E010C6BCC9}","{9032CA72-1264-4679-BA6B-7E95237C2B50}",2,2.70,
"{119F92FF-EAC7-448E-8FC9-45DCD7114D15}","{C05DBD17-D770-42F0-A969-DD4DA688E806}",5,2.60,
"{11C876A3-4E16-45B0-93EF-EB98EDE55DA1}","{A3E7992A-64F9-4D6C-8C49-FCACF7CC98F5}",4,2.30,
"{121378B6-EE93-46E9-8EB6-8C1D02E18129}","{AF02E10F-38C6-40B9-BC4F-441579DB65B3}",1,3.00,
"{121E8220-D9EB-4E9E-8EBB-51A97AD1BD91}","{988D4E85-868B-437D-B3FD-26A8494DCA0C}",1,7.90,
"{125DB975-CB8B-4A9D-BD98-85A684C1ECD1}","{3E784FFD-E6B8-4D00-A0D6-BDA938F2BD71}",2,4.30,
"{126E5FCA-9BFB-4222-B7E4-69FC8CFE129E}","{E7FA3B3C-FF00-4195-97F2-CFD47222E8FC}",5,4.30,
"{127E438B-9BD6-4970-BC7C-F795868F2CA1}","{134CE9E5-167F-4EE9-963C-7BA6E14E030F}",2,1.20,
"{12BCF778-D178-4181-8085-A8ABD00EEFBD}","{A85C1A09-AA81-41A3-8C3D-0D9FD40CCE11}",5,3.40,
"{12E10D25-10F3-4A9A-8658-A91BFAA732CA}","{36048976-DD73-4628-8E64-4CFFC62D505A}",1,5.00,
"{13515F1D-9E88-47AA-A24A-C8629852A0A2}","{4A2BE3EB-0D0C-4D29-A471-287F27A96FDE}",2,1.80,
"{137ABFD2-4CA6-494A-B6C4-6C611ACF39A2}","{FA1B7391-59DB-4011-BE7F-3C1BEBD2FFB1}",3,1.50,
"{137EB6DC-C0D9-42DC-A332-422E5AED7B1B}","{BD42C26C-C1CB-4598-9146-A04ACBCDD0AF}",2,5.90,
"{1387BE62-B9A8-4A12-8C41-4474F74A9FB3}","{951C4BF4-12A5-43EF-8CB1-9BC2A9FC665E}",1,5.50,
"{13C752D3-B6A0-41C5-B468-CF2377609B67}","{BD42C26C-C1CB-4598-9146-A04ACBCDD0AF}",1,4.40,
"{13FF0011-B593-4527-B15B-680F34CD00D4}","{38CEC6CE-2AE2-4D19-9C0C-E1F5AE3DEDB7}",5,1.80,
"{142C0ED3-6AD4-4CC6-B4A8-D90620FF291E}","{FEB2567E-6738-4D41-AA65-6916CE6D965B}",3,1.80,
"{145210FD-601E-4F4F-B6F9-21200801037A}","{48BFB646-4A5D-4B86-B3FA-441F538F016D}",3,4.70,
"{14856F95-831B-4454-9A0E-F54CB0BE36A5}","{AA9BA2C6-7599-41AE-91C3-6A75AFF9A71C}",2,2.90,
"{14A624D5-4171-4403-88D7-AD002BE00F9A}","{75BAC155-4E40-483E-9503-1AE053C83AEE}",5,3.60,
"{15297BE3-2331-40F5-B1DF-A846F0AC8D5C}","{0BCD00FD-741D-450C-82E5-0FE5A79BEAE2}",3,2.50,
"{1580DE07-3C32-4A41-A208-584D7FF713E8}","{91EEFC08-E7D6-4D66-83EB-42B094BFFEFC}",1,22.00,
"{159E381B-AE7A-4DBF-8B72-375E41F29855}","{5163BD5F-48CC-4310-8D9B-D7D6EF272A7E}",3,10.80,
"{163F80A2-F0E7-4FA2-99EA-1734673C2938}","{D01B67F2-824B-4833-84FA-6E1C5AA6B7CA}",4,3.50,
"{168D4C21-7291-4C2F-A794-B5AAE5ADD074}","{20FDDF9D-E9A1-4115-94A3-587A56BA5842}",3,1.40,
"{16B7B92F-38C7-4533-B4F6-1ECF80951AB0}","{123D8D86-347C-4A52-8869-DB913BF0B72E}",5,1.40,
"{1710A692-B1D7-470B-8EE6-37265E469CC9}","{99B54736-640E-4150-8234-9C1E2872F089}",1,2.20,
"{171693C1-4C3D-4A6B-8F95-A94BF24A88AA}","{1A036F80-D5CC-4275-AC1F-EDB22E225248}",2,2.30,
"{17249464-4BB1-42F0-BF2C-EACCC5210DC2}","{D2656613-DC10-4229-9930-4AB5ACCE83AF}",3,7.00,
"{1730471D-99C8-483A-99EC-7AA74530E17E}","{8987575C-1998-4194-A977-486AC6917990}",1,6.50,
"{17803D30-AFB6-4B66-9B19-47893BDE1467}","{E6996166-0D04-4AA1-84DC-FA53B553BA60}",3,2.10,
"{17C8AD87-2423-45F6-B40C-C543A692759F}","{21216919-8BCD-43A0-A90E-4CB4B46F0E0E}",5,1.40,
"{18125108-7B9B-4B8D-8CEB-1E78343906F5}","{7F41914C-CA70-482A-B569-3FE10EF66184}",5,3.10,
"{1862A1C2-8DDF-4E13-9C08-89E1A0ED339B}","{30F1D017-79BA-46DE-BA64-98F4B9870CC3}",1,6.20,
"{19026614-C41E-4532-979A-02DDB7AA2A2B}","{C97BCCC4-13A8-4391-AF2E-26219D6806F7}",5,9.40,
"{1911F7B7-3275-4246-B6F6-C0761B313A17}","{91999E76-C02C-4939-B69E-66FC49FE8D62}",1,2.30,
"{1954160E-E946-43E3-A09A-E2921614D642}","{5310F21C-DD87-4067-9C5F-4DE4D3B244F2}",4,1.90,
"{19D8A376-82A0-4206-8815-3918B685DC28}","{63A39105-003F-4B9A-9F34-09863F0D4E33}",2,1.50,
"{1A3DD9F4-70E5-46CF-825D-D3CABD585441}","{C5A6451F-2CF6-4AF5-9607-A64E1D1E51EF}",5,2.00,
"{1A42B6CC-DD90-4F14-8C62-D2E6ADEB998D}","{467DBCBB-F90E-43EB-87E0-A615999F5750}",1,1.60,
"{1A44E6DB-510A-4E02-A115-DE41B521045D}","{3587476F-220E-447B-8DAC-A89E55208BEE}",4,4.30,
"{1A60F10C-38E3-4814-999C-D8226EB65543}","{D31D4A63-9C78-4533-A0CE-78BAD706B3D1}",1,7.70,
"{1AC5B297-4BBE-43E6-B827-2EEE8E4EBC5F}","{3EE69F5C-6D50-49AA-AAB3-CAC184072A6B}",5,4.70,
"{1B0DD2FF-DC3E-4D6D-A1D0-CCFA8574918A}","{B2CFA729-6D79-444C-97B2-532F8670F3E2}",4,5.10,
"{1B1BED90-6BFC-4B4A-A9B8-8C1E73209E3F}","{5516B289-DA29-495D-9C4C-31EEECB93635}",1,6.80,
"{1B390F99-1061-4544-AFCF-81E5BE2CD0EE}","{78F69130-CF5B-46CE-AAF7-ABB7A325878F}",5,3.40,
"{1B5914C4-EF7D-4BB5-8802-A9CBAA4367A8}","{467DBCBB-F90E-43EB-87E0-A615999F5750}",2,1.50,
"{1B603528-2250-4573-9A24-3FC9287DA923}","{30F1D017-79BA-46DE-BA64-98F4B9870CC3}",5,5.70,
"{1B98AA4F-9D24-4DF0-8DAD-726A0D4B22E1}","{085BECF3-D233-4E35-ADCF-6CE27F591623}",1,2.90,
"{1BA7AB6C-5E52-4EC7-821A-2BDC40EDEE3C}","{4193C10A-F8EA-4A8E-9571-17994A39B23A}",1,2.00,
"{1BBB0520-396D-4C61-921A-86A466C8FFB2}","{0BCD00FD-741D-450C-82E5-0FE5A79BEAE2}",2,3.70,
"{1BDFF0FC-D2BE-4A82-95D1-B042D5299F2C}","{591CC993-390B-49A0-AC0F-817F2B1EF402}",1,2.10,
"{1BE5589F-5A08-45F9-B67B-E2E10DC661C3}","{11DDB398-5429-4BE4-BECA-A0CE17DA288C}",3,6.80,
"{1C161CD8-FDA0-44A3-B48F-FD9985C31EC4}","{0A69FC5A-745F-42FE-B3B3-F54EFB19ED0D}",4,2.10,
"{1C20B231-3585-4E40-B8BA-CFC07EB44602}","{3982A416-46CF-4D3D-A760-BB5CF52CBF84}",2,5.00,
"{1CD5F7DB-D844-43EA-B0F1-DD01D5709337}","{CC4D4BB4-FB1D-45B1-9F89-FD420028CE52}",2,3.20,
"{1CD9F1AE-A16C-4B88-9AA3-A28E8B55438B}","{7D7466C8-4C1E-43CA-B596-F99472D1D3BE}",4,2.30,
"{1D01B14B-E6B7-4501-947C-6C378C1A73FC}","{94224555-7B42-4005-80E8-34982763CD36}",4,1.50,
"{1D27E1AB-1BA6-4100-9049-90563BDABA6B}","{35CC8A54-3F47-4145-A054-16D8AF31360C}",5,3.90,
"{1D2B58F9-9183-4EC0-B943-A9FB8C082B1E}","{CE0A6DDB-C4C3-4B3A-A349-778D12ECEA55}",3,3.60,
"{1D665FC4-A13D-478F-A413-1F41D70BB204}","{47B3F2CE-9E92-493A-8FDB-5369130C5B96}",3,4.00,
"{1D6C790F-A301-4246-B78E-9892C5CBD9BB}","{30CEC2B9-FEDE-47FD-8B84-9B779EA1A5F8}",2,2.30,
"{1D8DB697-FF7D-4ADD-9B7B-ACFF8D4F22F0}","{B2CFA729-6D79-444C-97B2-532F8670F3E2}",5,5.20,
"{1D90B5C8-2CC5-437E-98C1-F081AE80B717}","{7617EB2A-C8F2-4BB0-89F0-09ECCDA6017C}",4,8.50,
"{1DC09F3E-2E1C-470F-A020-8E17EA9C7760}","{6F275D25-1B9D-40CE-8B47-D0FA8A0F9567}",4,3.40,
"{1DD74F6A-7E96-4F33-92A7-085411EEFEF6}","{893C1A3E-C9DD-42BF-9013-755C6D0FC6CC}",4,5.50,
"{1E025991-5E1F-4205-93C3-9DCD841A78B5}","{A83FCE45-44B7-4FD8-9CB3-B580B2981838}",1,9.10,
"{1E44E75E-A4F3-4E69-B6E3-2BDB0E50BE23}","{10C5E64B-2FA4-4BC0-B7F0-F98D682982E4}",1,2.00,
"{1F087C1B-4AF1-4371-9170-CC5BDE7F32E1}","{69D78E25-D86A-4557-B424-52A10AB36796}",4,4.70,
"{1F0FAC74-AF5C-4457-9C40-AB8E11448EEF}","{2A944636-FB4A-468D-BC0D-3C5ABC106B9D}",4,3.60,
"{1F55BAF9-7D9F-403C-82B7-424F2D04497D}","{0F4EEE47-3A39-4716-B1CB-B17CCC5E53AE}",4,1.80,
"{1F5D2E1A-038B-435D-B393-342DEC789E08}","{1BA3ACD4-58C5-44FA-BD17-A37D7334638A}",5,2.00,
"{1F995946-A0E1-454F-BF40-45A025EF392D}","{F31CB638-1F25-49A5-85FA-5FE9CE03D26E}",3,4.00,
"{1F9C3A8C-01BD-4417-B382-3E66A57E1FE1}","{7BCB335C-2EE1-4093-AB5E-1C5BD2F4ED98}",4,5.80,
"{1F9DBAA0-C0D8-42BF-B518-31A0CB97FEE1}","{36048976-DD73-4628-8E64-4CFFC62D505A}",5,3.40,
"{1FB08D32-9825-4241-A712-7E6BEF021DD7}","{8751ECBC-299F-474F-BD1F-A267E693D601}",4,3.70,
"{20514501-90F7-40E5-8454-63F0DC810B29}","{D3DB0F5F-4827-4BBC-AF70-A1E8543D467F}",4,7.20,
"{2088E4E5-F159-4772-88D9-009FA3B9FF43}","{B6664454-EC1E-4A60-A296-5DF3CA179D0E}",5,5.70,
"{20D0775E-76F5-415B-810E-35104CBBB37F}","{D01B67F2-824B-4833-84FA-6E1C5AA6B7CA}",2,2.30,
"{20E75BD8-D491-4DF5-8C65-6F0841ACA22A}","{AA9BA2C6-7599-41AE-91C3-6A75AFF9A71C}",1,3.10,
"{213F5539-4DFF-48B0-80A5-F9C204F46EB9}","{DC44C847-2683-4B27-A8C6-6167EAE83B04}",1,2.80,
"{219076EF-9957-4D67-A7C4-5ABF6B5ABF1B}","{C81D3A4A-EDF6-49A3-8C1D-BF530CCD7A9A}",1,3.10,
"{2224D288-CB49-46CB-AF6F-73F0D3117DA1}","{332A4F3B-2DEA-4D2D-8949-E9F5DAD29847}",4,5.20,
"{223D9043-A5EF-489F-AEA5-FAA4B808B13B}","{8987575C-1998-4194-A977-486AC6917990}",2,4.80,
"{2241994D-3023-4511-8334-4B5362C17679}","{3A53DC28-698B-49F0-8393-C8D623DD88C2}",3,4.00,
"{224C95D7-B013-4B40-8C75-3548F83EC07B}","{95AAAC30-44AB-4E33-8AC8-BF1D7BC5BBD3}",5,2.00,
"{2279C231-E007-43BA-8BE9-73B58ED20574}","{3982A416-46CF-4D3D-A760-BB5CF52CBF84}",5,2.60,
"{22908AD5-C12C-4A6F-829C-E752502BD9ED}","{27F51DDD-32C2-4404-81F8-3D7C02DFD76E}",5,3.70,
"{22AD382D-361C-4635-A251-33482162D28D}","{E17E8EF1-12AC-4CF9-B65D-2B898EA19588}",4,3.70,
"{22E84454-C113-441F-AAF6-188AB8BFDF96}","{69D78E25-D86A-4557-B424-52A10AB36796}",2,2.80,
"{239512A1-4459-4FBF-B59F-9232C57A6F40}","{B61E8547-FF1A-4CAB-BEDC-4E690EB2E4DA}",4,3.10,
"{2399B224-F5A7-4A0F-AFF1-C9805C18333D}","{B5657993-EC64-47FB-96D3-F18C64DF46D6}",3,3.90,
"{23A19A84-2F56-4711-8184-33FDC65ECEF3}","{289AE122-4111-4E8F-B152-1B9830EC6D87}",4,4.40,
"{2425DE9E-5BE7-4BD7-8953-D17C90971902}","{6E82432F-19F9-46B8-839C-92B3D2BB5C96}",1,4.40,
"{2428F34D-5D21-445C-B8FF-B962D2AEBB80}","{1DE91073-2C49-4897-B209-4A3A587FCCC9}",2,5.90,
"{2437F000-9557-4B84-B44E-600C9EFD7D3F}","{F5B84336-872E-473E-9D43-6D0926051FC0}",2,2.60,
"{2446C5CC-F343-4ABB-AFC7-B8DCE0A7FED3}","{59BBDF58-ACA6-44D1-AB06-096B7CC77134}",3,3.20,
"{24DA0458-DAE3-4D33-8262-53985CA96CEF}","{2A944636-FB4A-468D-BC0D-3C5ABC106B9D}",5,3.70,
"{258FB4A0-98FE-4852-BB17-515C732949CF}","{21216919-8BCD-43A0-A90E-4CB4B46F0E0E}",4,1.40,
"{25AB308F-F3AD-43A4-A424-5BE8D5D72054}","{EB43E5EF-4C51-4F9A-81CF-6E2157D9E2EF}",3,2.60,
"{25CD0FC4-3A74-49AD-B9E8-C5DD066ED8B5}","{FA1B7391-59DB-4011-BE7F-3C1BEBD2FFB1}",2,1.60,
"{260FE7BA-FF5F-4A26-9E97-55080FDB9616}","{A973352F-753F-4ECD-8C4D-858F4AE0817D}",2,2.40,
"{266B8594-1511-4BE5-88D0-96E6188EC703}","{227F13D1-782D-448C-A184-7A766486A881}",1,4.10,
"{26D381B1-FC02-42E4-8188-52B9A2620241}","{DF44611F-DA3D-4504-A442-1BCBD9F3240F}",1,1.90,
"{271645AE-550E-4F00-A2AA-5A4562A34003}","{68BE1EEB-5CA0-451D-9778-265B3073D760}",1,2.10,
"{271B330E-B341-4C12-BFAE-544C600C03DB}","{26C4C572-A079-448A-A3C9-EC982188A144}",4,2.20,
"{2720011D-E312-4E32-BE09-AA74EE05253D}","{66EB2A87-9FF1-4A5C-B9E4-E16E1BB7368D}",2,6.60,
"{27AE3909-BA71-4510-8FD2-A397C92F0728}","{8751ECBC-299F-474F-BD1F-A267E693D601}",1,2.90,
"{27D0F867-2E4F-4E99-9BE8-06E7783B6CFE}","{52E0E7AE-D274-48F2-A5A3-F312C2E22E09}",2,3.10,
"{27F7323F-0040-48BC-B67D-32E0C0F01485}","{5CF3594F-96F3-4BCC-9B09-7C2F8C95FFED}",2,6.80,
